"completion_code","source_type","question","response","condition"
"mw36vvtl","random","improve",25,"With"
"0v582u1x","helpful","trust",75,"With"
"0v582u1x","helpful","improve",76,"With"
"0v582u1x","random","trust",2,"With"
"0v582u1x","random","improve",3,"With"
"0v582u1x","opposite","trust",49,"With"
"0v582u1x","opposite","improve",50,"With"
"0v582u1x","bluebias","trust",25,"With"
"0v582u1x","bluebias","improve",72,"With"
"dw6uyb4g","bluebias","trust",87,"With"
"dw6uyb4g","bluebias","improve",73,"With"
"dw6uyb4g","opposite","trust",10,"With"
"dw6uyb4g","opposite","improve",0,"With"
"dw6uyb4g","random","trust",40,"With"
"dw6uyb4g","random","improve",39,"With"
"dw6uyb4g","helpful","trust",70,"With"
"dw6uyb4g","helpful","improve",74,"With"
"q6pf39wj","helpful","trust",65,"With"
"q6pf39wj","helpful","improve",75,"With"
"q6pf39wj","opposite","trust",0,"With"
"q6pf39wj","opposite","improve",76,"With"
"q6pf39wj","random","trust",23,"With"
"q6pf39wj","random","improve",1,"With"
"q6pf39wj","bluebias","trust",49,"With"
"q6pf39wj","bluebias","improve",57,"With"
"tk4swd3w","bluebias","trust",58,"With"
"tk4swd3w","bluebias","improve",76,"With"
"tk4swd3w","helpful","trust",83,"With"
"tk4swd3w","helpful","improve",75,"With"
"tk4swd3w","opposite","trust",0,"With"
"tk4swd3w","opposite","improve",25,"With"
"tk4swd3w","random","trust",26,"With"
"tk4swd3w","random","improve",26,"With"
"c9qq6upe","random","trust",26,"With"
"c9qq6upe","random","improve",50,"With"
"c9qq6upe","opposite","trust",0,"With"
"c9qq6upe","opposite","improve",23,"With"
"c9qq6upe","bluebias","trust",75,"With"
"c9qq6upe","bluebias","improve",50,"With"
"c9qq6upe","helpful","trust",75,"With"
"c9qq6upe","helpful","improve",74,"With"
"hhpuds91","random","trust",76,"With"
"hhpuds91","random","improve",80,"With"
"hhpuds91","bluebias","trust",92,"With"
"hhpuds91","bluebias","improve",100,"With"
"hhpuds91","helpful","trust",100,"With"
"hhpuds91","helpful","improve",100,"With"
"hhpuds91","opposite","trust",0,"With"
"hhpuds91","opposite","improve",74,"With"
"yqwul9on","helpful","trust",74,"With"
"yqwul9on","helpful","improve",75,"With"
"yqwul9on","random","trust",0,"With"
"yqwul9on","random","improve",0,"With"
"yqwul9on","opposite","trust",0,"With"
"yqwul9on","opposite","improve",0,"With"
"yqwul9on","bluebias","trust",21,"With"
"yqwul9on","bluebias","improve",23,"With"
"j02vx30w","helpful","trust",66,"With"
"j02vx30w","helpful","improve",77,"With"
"j02vx30w","random","trust",0,"With"
"j02vx30w","random","improve",9,"With"
"j02vx30w","bluebias","trust",74,"With"
"j02vx30w","bluebias","improve",67,"With"
"j02vx30w","opposite","trust",0,"With"
"j02vx30w","opposite","improve",26,"With"
"7xqg519y","random","trust",26,"With"
"7xqg519y","random","improve",31,"With"
"7xqg519y","bluebias","trust",68,"With"
"7xqg519y","bluebias","improve",74,"With"
"7xqg519y","helpful","trust",84,"With"
"7xqg519y","helpful","improve",90,"With"
"7xqg519y","opposite","trust",20,"With"
"7xqg519y","opposite","improve",73,"With"
"l2z8yuuq","bluebias","trust",66,"With"
"l2z8yuuq","bluebias","improve",77,"With"
"l2z8yuuq","random","trust",65,"With"
"l2z8yuuq","random","improve",70,"With"
"l2z8yuuq","opposite","trust",85,"With"
"l2z8yuuq","opposite","improve",83,"With"
"l2z8yuuq","helpful","trust",87,"With"
"l2z8yuuq","helpful","improve",86,"With"
"m0yvjvr0","random","trust",0,"With"
"m0yvjvr0","random","improve",0,"With"
"m0yvjvr0","helpful","trust",100,"With"
"m0yvjvr0","helpful","improve",100,"With"
"m0yvjvr0","opposite","trust",0,"With"
"m0yvjvr0","opposite","improve",37,"With"
"m0yvjvr0","bluebias","trust",20,"With"
"m0yvjvr0","bluebias","improve",23,"With"
"o6p76j5v","helpful","trust",88,"With"
"o6p76j5v","helpful","improve",77,"With"
"o6p76j5v","bluebias","trust",73,"With"
"o6p76j5v","bluebias","improve",74,"With"
"o6p76j5v","random","trust",31,"With"
"o6p76j5v","random","improve",30,"With"
"o6p76j5v","opposite","trust",2,"With"
"o6p76j5v","opposite","improve",2,"With"
"t318lh4y","opposite","trust",25,"With"
"t318lh4y","opposite","improve",49,"With"
"t318lh4y","helpful","trust",49,"With"
"t318lh4y","helpful","improve",60,"With"
"t318lh4y","random","trust",34,"With"
"t318lh4y","random","improve",33,"With"
"t318lh4y","bluebias","trust",60,"With"
"t318lh4y","bluebias","improve",58,"With"
"t781xy3h","opposite","trust",0,"With"
"t781xy3h","opposite","improve",0,"With"
"t781xy3h","random","trust",19,"With"
"t781xy3h","random","improve",46,"With"
"t781xy3h","helpful","trust",76,"With"
"t781xy3h","helpful","improve",74,"With"
"t781xy3h","bluebias","trust",38,"With"
"t781xy3h","bluebias","improve",59,"With"
"1dyrl1uf","helpful","trust",99,"With"
"1dyrl1uf","helpful","improve",99,"With"
"1dyrl1uf","opposite","trust",6,"With"
"1dyrl1uf","opposite","improve",63,"With"
"1dyrl1uf","bluebias","trust",75,"With"
"1dyrl1uf","bluebias","improve",66,"With"
"1dyrl1uf","random","trust",2,"With"
"1dyrl1uf","random","improve",4,"With"
"1gw8p2et","opposite","trust",0,"With"
"1gw8p2et","opposite","improve",24,"With"
"1gw8p2et","helpful","trust",75,"With"
"1gw8p2et","helpful","improve",100,"With"
"1gw8p2et","random","trust",0,"With"
"1gw8p2et","random","improve",0,"With"
"1gw8p2et","bluebias","trust",46,"With"
"1gw8p2et","bluebias","improve",72,"With"
"jo09x0ym","opposite","trust",27,"With"
"jo09x0ym","opposite","improve",65,"With"
"jo09x0ym","random","trust",0,"With"
"jo09x0ym","random","improve",0,"With"
"jo09x0ym","helpful","trust",75,"With"
"jo09x0ym","helpful","improve",79,"With"
"jo09x0ym","bluebias","trust",76,"With"
"jo09x0ym","bluebias","improve",77,"With"
"qvrlcavd","bluebias","trust",74,"With"
"qvrlcavd","bluebias","improve",75,"With"
"qvrlcavd","opposite","trust",75,"With"
"qvrlcavd","opposite","improve",74,"With"
"qvrlcavd","random","trust",25,"With"
"qvrlcavd","random","improve",0,"With"
"qvrlcavd","helpful","trust",78,"With"
"qvrlcavd","helpful","improve",98,"With"
"orpucjxk","random","trust",24,"With"
"orpucjxk","random","improve",9,"With"
"orpucjxk","opposite","trust",76,"With"
"orpucjxk","opposite","improve",98,"With"
"orpucjxk","helpful","trust",74,"With"
"orpucjxk","helpful","improve",75,"With"
"orpucjxk","bluebias","trust",75,"With"
"orpucjxk","bluebias","improve",75,"With"
"573lgokw","opposite","trust",9,"With"
"573lgokw","opposite","improve",18,"With"
"573lgokw","bluebias","trust",87,"With"
"573lgokw","bluebias","improve",86,"With"
"573lgokw","random","trust",14,"With"
"573lgokw","random","improve",33,"With"
"573lgokw","helpful","trust",85,"With"
"573lgokw","helpful","improve",79,"With"
